exp,prod,sum,const,nodes,unique_feats,filename,algo
820,325,339,1888,3372,821,COIL20_old/11/COIL20-0.022890374655339885-27.0.tree,OLD
260,87,80,521,948,363,COIL20_old/11/COIL20-0.016532773027051362-53.0.tree,OLD
805,324,330,1854,3313,826,COIL20_old/11/COIL20-0.0246964076123406-21.0.tree,OLD
599,249,268,1404,2520,723,COIL20_old/11/COIL20-0.029228041862284948-11.0.tree,OLD
818,327,340,1892,3377,827,COIL20_old/11/COIL20-0.02414868842685791-23.0.tree,OLD
1110,433,475,2520,4538,930,COIL20_old/11/COIL20-0.026006548550562614-17.0.tree,OLD
277,93,85,556,1011,383,COIL20_old/11/COIL20-0.018231448878456513-51.0.tree,OLD
575,228,228,1325,2356,730,COIL20_old/11/COIL20-0.014015225612936388-64.0.tree,OLD
845,329,347,1929,3450,829,COIL20_old/11/COIL20-0.021709236902899276-32.0.tree,OLD
266,87,83,535,971,376,COIL20_old/11/COIL20-0.01856068121693183-50.0.tree,OLD
263,90,83,535,971,380,COIL20_old/11/COIL20-0.015347047563155691-57.0.tree,OLD
538,222,216,1289,2265,722,COIL20_old/11/COIL20-0.010629413052388292-81.0.tree,OLD
266,87,83,534,970,376,COIL20_old/11/COIL20-0.01881266767270351-49.0.tree,OLD
848,329,348,1935,3460,831,COIL20_old/11/COIL20-0.021306647756911268-34.0.tree,OLD
829,326,342,1902,3399,823,COIL20_old/11/COIL20-0.02230187840002973-29.0.tree,OLD
659,277,287,1551,2774,777,COIL20_old/11/COIL20-0.02581633318429044-19.0.tree,OLD
599,249,269,1409,2526,724,COIL20_old/11/COIL20-0.028052726078694523-12.0.tree,OLD
664,278,289,1561,2792,779,COIL20_old/11/COIL20-0.02579951933825142-20.0.tree,OLD
593,240,251,1364,2448,734,COIL20_old/11/COIL20-0.03178716977792717-9.0.tree,OLD
276,93,85,556,1010,384,COIL20_old/11/COIL20-0.017061535881958467-52.0.tree,OLD
529,183,167,1052,1931,589,COIL20_old/11/COIL20-0.057789351851851634-3.0.tree,OLD
569,231,227,1328,2355,731,COIL20_old/11/COIL20-0.013735619736939708-66.0.tree,OLD
845,329,347,1928,3449,829,COIL20_old/11/COIL20-0.022123924100156067-31.0.tree,OLD
1512,572,606,3348,6038,965,COIL20_old/7/COIL20-0.04304962879126556-6.0.tree,OLD
403,133,137,915,1588,551,COIL20_old/7/COIL20-0.010302532789328245-85.0.tree,OLD
373,120,121,826,1440,523,COIL20_old/7/COIL20-0.011524575694909722-75.0.tree,OLD
128,28,32,249,437,205,COIL20_old/7/COIL20-0.020181994746255705-39.0.tree,OLD
371,116,119,810,1416,517,COIL20_old/7/COIL20-0.013062867948431756-70.0.tree,OLD
349,115,128,786,1378,516,COIL20_old/7/COIL20-0.01807762081749764-43.0.tree,OLD
69,10,15,135,229,86,COIL20_old/7/COIL20-0.02339971542216207-35.0.tree,OLD
170,63,48,327,608,263,COIL20_old/7/COIL20-0.02514798280423225-28.0.tree,OLD
381,121,123,845,1470,530,COIL20_old/7/COIL20-0.011039209795811744-78.0.tree,OLD
394,130,131,887,1542,542,COIL20_old/7/COIL20-0.010644398800207955-82.0.tree,OLD
368,116,119,809,1412,517,COIL20_old/7/COIL20-0.013063252198375841-69.0.tree,OLD
330,103,113,726,1272,487,COIL20_old/7/COIL20-0.01602640146434192-51.0.tree,OLD
394,130,131,889,1544,543,COIL20_old/7/COIL20-0.01047382675683628-84.0.tree,OLD
367,116,119,806,1408,517,COIL20_old/7/COIL20-0.013571638162307609-66.0.tree,OLD
372,117,121,815,1425,523,COIL20_old/7/COIL20-0.012783844269319777-71.0.tree,OLD
379,121,123,841,1464,528,COIL20_old/7/COIL20-0.011409719893434811-76.0.tree,OLD
45,2,9,101,157,76,COIL20_old/7/COIL20-0.021706256054846773-37.0.tree,OLD
1162,448,488,2662,4760,925,COIL20_old/7/COIL20-0.031508600212385496-11.0.tree,OLD
367,116,119,804,1406,516,COIL20_old/7/COIL20-0.013917940513450966-64.0.tree,OLD
1203,445,491,2706,4845,919,COIL20_old/7/COIL20-0.027595363849764687-18.0.tree,OLD
120,25,31,238,414,198,COIL20_old/7/COIL20-0.02162312998360505-38.0.tree,OLD
381,121,123,846,1471,530,COIL20_old/7/COIL20-0.01098171203144871-79.0.tree,OLD
381,121,123,844,1469,529,COIL20_old/7/COIL20-0.011405062318354586-77.0.tree,OLD
367,116,119,805,1407,517,COIL20_old/7/COIL20-0.01383657267680144-65.0.tree,OLD
330,103,112,721,1266,485,COIL20_old/7/COIL20-0.016109690550710987-50.0.tree,OLD
1546,567,625,3430,6168,978,COIL20_old/7/COIL20-0.02614214220508254-22.0.tree,OLD
344,109,118,763,1334,495,COIL20_old/7/COIL20-0.01464995994485413-60.0.tree,OLD
1202,445,491,2705,4843,918,COIL20_old/7/COIL20-0.027982629573739037-17.0.tree,OLD
349,115,127,786,1377,517,COIL20_old/7/COIL20-0.01751220284671029-44.0.tree,OLD
1117,408,463,2524,4512,902,COIL20_old/7/COIL20-0.029267188780832565-15.0.tree,OLD
1182,476,469,2619,4746,916,COIL20_old/7/COIL20-0.03317914431030622-10.0.tree,OLD
349,130,157,832,1468,520,COIL20_old/7/COIL20-0.05335527051196115-4.0.tree,OLD
1205,442,487,2661,4795,915,COIL20_old/7/COIL20-0.029347485375214255-14.0.tree,OLD
348,116,126,778,1368,514,COIL20_old/7/COIL20-0.019491590748192122-41.0.tree,OLD
324,99,111,705,1239,479,COIL20_old/7/COIL20-0.016457762780385687-49.0.tree,OLD
372,117,121,817,1427,523,COIL20_old/7/COIL20-0.012434549426186214-73.0.tree,OLD
411,143,144,828,1526,500,COIL20_old/7/COIL20-0.046749431775839956-5.0.tree,OLD
324,99,111,701,1235,477,COIL20_old/7/COIL20-0.017393434682167697-45.0.tree,OLD
381,121,123,847,1472,531,COIL20_old/7/COIL20-0.010927171827259274-80.0.tree,OLD
1532,593,611,3388,6124,966,COIL20_old/7/COIL20-0.037333491690885845-7.0.tree,OLD
372,117,121,816,1426,523,COIL20_old/7/COIL20-0.0127669372717783-72.0.tree,OLD
348,116,126,779,1369,514,COIL20_old/7/COIL20-0.019014422181236057-42.0.tree,OLD
1169,465,455,2557,4646,910,COIL20_old/7/COIL20-0.034702124785751076-8.0.tree,OLD
368,116,119,808,1411,516,COIL20_old/7/COIL20-0.013197471868246657-68.0.tree,OLD
324,99,111,704,1238,478,COIL20_old/7/COIL20-0.017041263786422012-48.0.tree,OLD
1164,422,480,2619,4685,912,COIL20_old/7/COIL20-0.03098179353901248-13.0.tree,OLD
324,99,111,702,1236,477,COIL20_old/7/COIL20-0.017310180527609798-46.0.tree,OLD
373,120,121,825,1439,522,COIL20_old/7/COIL20-0.011629941687160472-74.0.tree,OLD
620,236,239,1339,2434,666,COIL20_old/7/COIL20-0.0667206712497202-3.0.tree,OLD
70,10,15,134,229,87,COIL20_old/7/COIL20-0.024593370407631876-34.0.tree,OLD
344,109,118,764,1335,496,COIL20_old/7/COIL20-0.014360316994559696-61.0.tree,OLD
344,109,118,765,1336,497,COIL20_old/7/COIL20-0.01413554242119397-62.0.tree,OLD
345,109,119,765,1338,497,COIL20_old/7/COIL20-0.014935888479022164-57.0.tree,OLD
345,109,119,766,1339,498,COIL20_old/7/COIL20-0.014930345964676572-58.0.tree,OLD
331,104,113,732,1280,491,COIL20_old/7/COIL20-0.014970890155749872-56.0.tree,OLD
345,109,119,767,1340,498,COIL20_old/7/COIL20-0.014747198468588074-59.0.tree,OLD
1205,446,492,2712,4855,920,COIL20_old/7/COIL20-0.028419032714808556-16.0.tree,OLD
396,130,131,889,1546,544,COIL20_old/7/COIL20-0.010744268853863925-81.0.tree,OLD
355,113,119,786,1373,509,COIL20_old/7/COIL20-0.013979397216633827-63.0.tree,OLD
147,36,46,304,533,246,COIL20_old/7/COIL20-0.020068454709740224-40.0.tree,OLD
297,104,126,615,1142,328,COIL20_old/7/COIL20-0.13254381613756644-1.0.tree,OLD
324,99,111,703,1237,477,COIL20_old/7/COIL20-0.017045467247932378-47.0.tree,OLD
1182,472,464,2602,4720,914,COIL20_old/7/COIL20-0.03392815224681478-9.0.tree,OLD
374,115,130,818,1437,513,COIL20_old/7/COIL20-0.015302788955958435-52.0.tree,OLD
394,130,131,888,1543,542,COIL20_old/7/COIL20-0.010586132535956028-83.0.tree,OLD
46,2,9,102,159,76,COIL20_old/7/COIL20-0.022021806766525598-36.0.tree,OLD
240,117,119,625,1101,299,COIL20_old/7/COIL20-0.08967533208510364-2.0.tree,OLD
367,116,119,807,1409,517,COIL20_old/7/COIL20-0.013510949959013141-67.0.tree,OLD
172,67,67,431,737,310,COIL20_old/29/COIL20-0.01798835839108709-61.0.tree,OLD
232,88,139,522,981,298,COIL20_old/29/COIL20-0.05518163378418606-4.0.tree,OLD
754,302,274,1632,2962,800,COIL20_old/29/COIL20-0.010231935595051533-105.0.tree,OLD
633,263,282,1476,2654,716,COIL20_old/29/COIL20-0.036250069863626444-12.0.tree,OLD
722,284,253,1531,2790,775,COIL20_old/29/COIL20-0.011192735114390229-97.0.tree,OLD
233,88,115,505,941,341,COIL20_old/29/COIL20-0.043881692935389405-7.0.tree,OLD
226,88,93,513,920,322,COIL20_old/29/COIL20-0.025721970713167563-23.0.tree,OLD
300,116,118,709,1243,493,COIL20_old/29/COIL20-0.013849835121842513-78.0.tree,OLD
723,289,259,1559,2830,777,COIL20_old/29/COIL20-0.010872596691258618-100.0.tree,OLD
211,60,56,366,693,289,COIL20_old/29/COIL20-0.023417647086221405-37.0.tree,OLD
734,293,267,1590,2884,786,COIL20_old/29/COIL20-0.010380593747670475-103.0.tree,OLD
748,294,302,1649,2993,751,COIL20_old/29/COIL20-0.03218416983381839-15.0.tree,OLD
296,115,114,690,1215,485,COIL20_old/29/COIL20-0.014544628884417599-75.0.tree,OLD
239,92,94,588,1013,408,COIL20_old/29/COIL20-0.017450082439079806-66.0.tree,OLD
170,67,58,393,688,291,COIL20_old/29/COIL20-0.021374764792458423-50.0.tree,OLD
721,284,253,1531,2789,775,COIL20_old/29/COIL20-0.01107607450257031-98.0.tree,OLD
170,67,58,392,687,290,COIL20_old/29/COIL20-0.02168896480736282-49.0.tree,OLD
213,82,94,487,876,287,COIL20_old/29/COIL20-0.02964676950592421-18.0.tree,OLD
720,284,253,1528,2785,775,COIL20_old/29/COIL20-0.011317919088605799-96.0.tree,OLD
380,150,138,861,1529,568,COIL20_old/29/COIL20-0.011932125158356954-91.0.tree,OLD
289,115,113,681,1198,482,COIL20_old/29/COIL20-0.015171387119010227-73.0.tree,OLD
300,116,118,708,1242,493,COIL20_old/29/COIL20-0.013953466167374806-77.0.tree,OLD
316,122,124,747,1309,508,COIL20_old/29/COIL20-0.012508220620015442-87.0.tree,OLD
216,87,86,528,917,388,COIL20_old/29/COIL20-0.016291941463595472-67.0.tree,OLD
307,117,166,722,1312,369,COIL20_old/29/COIL20-0.08151652973395906-2.0.tree,OLD
752,301,274,1628,2955,798,COIL20_old/29/COIL20-0.01024236856323113-104.0.tree,OLD
173,67,61,410,711,299,COIL20_old/29/COIL20-0.020344602336240136-55.0.tree,OLD
184,72,71,463,790,325,COIL20_old/29/COIL20-0.01759468850137902-64.0.tree,OLD
308,118,121,719,1266,495,COIL20_old/29/COIL20-0.013341414226097414-81.0.tree,OLD
615,250,267,1401,2533,682,COIL20_old/29/COIL20-0.036763078470824995-11.0.tree,OLD
218,89,88,535,930,394,COIL20_old/29/COIL20-0.016032561107385435-68.0.tree,OLD
279,111,107,653,1150,463,COIL20_old/29/COIL20-0.015679400476935557-71.0.tree,OLD
217,84,88,485,874,302,COIL20_old/29/COIL20-0.025983097660033927-22.0.tree,OLD
734,293,267,1589,2883,786,COIL20_old/29/COIL20-0.01044759296519876-102.0.tree,OLD
289,114,113,681,1197,482,COIL20_old/29/COIL20-0.014588293650793283-74.0.tree,OLD
289,115,113,680,1197,481,COIL20_old/29/COIL20-0.015284077148073949-72.0.tree,OLD
170,67,58,391,686,289,COIL20_old/29/COIL20-0.02227574940383048-48.0.tree,OLD
302,116,119,708,1245,491,COIL20_old/29/COIL20-0.01413193280050662-76.0.tree,OLD
150,63,54,369,636,291,COIL20_old/29/COIL20-0.019614015109172933-59.0.tree,OLD
186,76,87,444,793,279,COIL20_old/29/COIL20-0.028147496087636337-19.0.tree,OLD
636,263,282,1479,2660,718,COIL20_old/29/COIL20-0.035110826999031675-13.0.tree,OLD
172,68,66,430,736,307,COIL20_old/29/COIL20-0.018618900905432167-60.0.tree,OLD
206,73,90,451,820,274,COIL20_old/29/COIL20-0.030333342648483752-17.0.tree,OLD
150,63,54,367,634,289,COIL20_old/29/COIL20-0.01976873975333443-57.0.tree,OLD
148,62,79,317,606,200,COIL20_old/29/COIL20-0.041252119196661385-8.0.tree,OLD
735,293,265,1583,2876,782,COIL20_old/29/COIL20-0.010760908040837791-101.0.tree,OLD
312,120,122,732,1286,500,COIL20_old/29/COIL20-0.013161655115880466-83.0.tree,OLD
634,262,280,1456,2632,692,COIL20_old/29/COIL20-0.03360365899098289-14.0.tree,OLD
173,66,61,408,708,298,COIL20_old/29/COIL20-0.020629436340264096-54.0.tree,OLD
220,83,91,507,901,316,COIL20_old/29/COIL20-0.024800911953200944-26.0.tree,OLD
380,150,138,863,1531,569,COIL20_old/29/COIL20-0.011640747261346507-93.0.tree,OLD
721,284,253,1532,2790,775,COIL20_old/29/COIL20-0.011029009706385595-99.0.tree,OLD
204,81,90,497,872,310,COIL20_old/29/COIL20-0.023859010544750148-27.0.tree,OLD
177,76,105,434,792,219,COIL20_old/29/COIL20-0.14088776874208192-1.0.tree,OLD
308,118,121,718,1265,495,COIL20_old/29/COIL20-0.013485577818764305-80.0.tree,OLD
226,88,93,514,921,323,COIL20_old/29/COIL20-0.025271443475668454-24.0.tree,OLD
213,58,57,369,697,290,COIL20_old/29/COIL20-0.022408990982933363-38.0.tree,OLD
223,84,90,495,892,311,COIL20_old/29/COIL20-0.026547351237052597-21.0.tree,OLD
232,94,90,551,967,407,COIL20_old/29/COIL20-0.01587953647812773-69.0.tree,OLD
352,127,165,799,1443,459,COIL20_old/29/COIL20-0.038435799985095775-9.0.tree,OLD
223,84,93,511,911,321,COIL20_old/29/COIL20-0.024820718291229005-25.0.tree,OLD
383,150,138,866,1537,570,COIL20_old/29/COIL20-0.011595196177062728-94.0.tree,OLD
220,87,89,494,890,311,COIL20_old/29/COIL20-0.026605885311871746-20.0.tree,OLD
249,94,128,544,1015,340,COIL20_old/29/COIL20-0.05068517587003579-5.0.tree,OLD
173,66,61,407,707,298,COIL20_old/29/COIL20-0.020646285118116336-53.0.tree,OLD
316,122,124,749,1311,510,COIL20_old/29/COIL20-0.01214171603696268-89.0.tree,OLD
718,284,252,1521,2775,773,COIL20_old/29/COIL20-0.01143156392056005-95.0.tree,OLD
233,94,90,552,969,408,COIL20_old/29/COIL20-0.015813573571056727-70.0.tree,OLD
171,67,59,399,696,297,COIL20_old/29/COIL20-0.021260852149936282-52.0.tree,OLD
210,83,128,506,927,303,COIL20_old/29/COIL20-0.04735893369476085-6.0.tree,OLD
150,63,54,368,635,291,COIL20_old/29/COIL20-0.019652521611149554-58.0.tree,OLD
171,67,59,398,695,296,COIL20_old/29/COIL20-0.021325825322303815-51.0.tree,OLD
188,73,72,471,804,331,COIL20_old/29/COIL20-0.017450629704151288-65.0.tree,OLD
380,150,138,862,1530,569,COIL20_old/29/COIL20-0.011776434067366948-92.0.tree,OLD
308,120,121,726,1275,499,COIL20_old/29/COIL20-0.012881490330873324-84.0.tree,OLD
301,116,118,711,1246,493,COIL20_old/29/COIL20-0.013511439004395498-79.0.tree,OLD
316,122,124,748,1310,509,COIL20_old/29/COIL20-0.012181643099337225-88.0.tree,OLD
315,122,123,749,1309,511,COIL20_old/29/COIL20-0.012006320329383313-90.0.tree,OLD
308,118,121,720,1267,496,COIL20_old/29/COIL20-0.013315692767716936-82.0.tree,OLD
308,120,121,727,1276,500,COIL20_old/29/COIL20-0.012758425553319797-85.0.tree,OLD
316,122,123,742,1303,506,COIL20_old/29/COIL20-0.012697015425888858-86.0.tree,OLD
150,63,54,366,633,288,COIL20_old/29/COIL20-0.019969888777106592-56.0.tree,OLD
354,132,170,822,1478,474,COIL20_old/29/COIL20-0.03720547823980974-10.0.tree,OLD
235,85,160,523,1003,281,COIL20_old/29/COIL20-0.07138304363216413-3.0.tree,OLD
299,125,113,727,1264,488,COIL20_old/16/COIL20-0.014823000503017936-55.0.tree,OLD
98,36,28,240,402,178,COIL20_old/16/COIL20-0.01810626490423972-44.0.tree,OLD
370,147,111,787,1415,503,COIL20_old/16/COIL20-0.011826502999478516-70.0.tree,OLD
99,38,26,240,403,179,COIL20_old/16/COIL20-0.017510561051494344-45.0.tree,OLD
907,349,400,2051,3707,836,COIL20_old/16/COIL20-0.024803590058871783-20.0.tree,OLD
135,57,77,346,615,213,COIL20_old/16/COIL20-0.13405749310678833-1.0.tree,OLD
355,141,100,741,1337,484,COIL20_old/16/COIL20-0.011796275337207451-72.0.tree,OLD
372,148,108,777,1405,502,COIL20_old/16/COIL20-0.011055231854087078-81.0.tree,OLD
49,24,13,134,220,92,COIL20_old/16/COIL20-0.023349215664356493-34.0.tree,OLD
89,37,27,235,388,180,COIL20_old/16/COIL20-0.017220696866384166-48.0.tree,OLD
980,372,431,2210,3993,865,COIL20_old/16/COIL20-0.02535520996348506-12.0.tree,OLD
239,112,97,622,1070,437,COIL20_old/16/COIL20-0.016645148669796495-50.0.tree,OLD
87,36,24,224,371,169,COIL20_old/16/COIL20-0.017416175292495895-46.0.tree,OLD
357,148,123,830,1458,533,COIL20_old/16/COIL20-0.013088461323495892-63.0.tree,OLD
372,148,108,778,1406,503,COIL20_old/16/COIL20-0.011053275672553875-82.0.tree,OLD
247,111,101,644,1103,441,COIL20_old/16/COIL20-0.015972641403980303-53.0.tree,OLD
366,147,104,766,1383,496,COIL20_old/16/COIL20-0.011378851814591529-76.0.tree,OLD
335,138,120,780,1373,520,COIL20_old/16/COIL20-0.014337005831283223-56.0.tree,OLD
364,149,124,833,1470,535,COIL20_old/16/COIL20-0.012778977103360789-64.0.tree,OLD
88,37,26,227,378,170,COIL20_old/16/COIL20-0.018324367501304062-42.0.tree,OLD
907,349,400,2050,3706,835,COIL20_old/16/COIL20-0.02491379992920456-19.0.tree,OLD
676,298,308,1677,2959,774,COIL20_old/16/COIL20-0.03817647784857259-5.0.tree,OLD
722,264,333,1646,2965,759,COIL20_old/16/COIL20-0.026298951114091973-9.0.tree,OLD
346,139,116,780,1381,520,COIL20_old/16/COIL20-0.013221260432967563-62.0.tree,OLD
88,37,26,228,379,171,COIL20_old/16/COIL20-0.018297365209776928-43.0.tree,OLD
579,222,291,1421,2513,680,COIL20_old/16/COIL20-0.030513264773827486-6.0.tree,OLD
219,95,93,578,985,414,COIL20_old/16/COIL20-0.015667814758923426-54.0.tree,OLD
372,148,108,776,1404,501,COIL20_old/16/COIL20-0.011094623295327288-80.0.tree,OLD
980,366,419,2185,3950,865,COIL20_old/16/COIL20-0.025736444127729963-11.0.tree,OLD
339,139,159,828,1465,432,COIL20_old/16/COIL20-0.04782619327073595-3.0.tree,OLD
894,336,405,2035,3670,827,COIL20_old/16/COIL20-0.025006602112676468-17.0.tree,OLD
362,143,106,760,1371,495,COIL20_old/16/COIL20-0.011949288322526896-67.0.tree,OLD
342,139,99,722,1302,478,COIL20_old/16/COIL20-0.011213170225054359-77.0.tree,OLD
672,221,318,1621,2832,734,COIL20_old/16/COIL20-0.02399359117668992-27.0.tree,OLD
56,22,13,143,234,101,COIL20_old/16/COIL20-0.01916009948580283-40.0.tree,OLD
384,151,111,811,1457,519,COIL20_old/16/COIL20-0.010998351218421076-83.0.tree,OLD
324,134,115,752,1325,502,COIL20_old/16/COIL20-0.013938655078619022-57.0.tree,OLD
340,139,115,769,1363,517,COIL20_old/16/COIL20-0.013368544600939225-61.0.tree,OLD
363,144,106,762,1375,495,COIL20_old/16/COIL20-0.011937306710633644-68.0.tree,OLD
89,37,27,234,387,179,COIL20_old/16/COIL20-0.017381010600641678-47.0.tree,OLD
366,147,104,765,1382,495,COIL20_old/16/COIL20-0.011530618898576317-75.0.tree,OLD
49,19,13,135,216,96,COIL20_old/16/COIL20-0.01904639643416034-41.0.tree,OLD
336,140,116,768,1360,512,COIL20_old/16/COIL20-0.01340475724718665-60.0.tree,OLD
482,189,218,1089,1978,585,COIL20_old/16/COIL20-0.026948438315075873-8.0.tree,OLD
356,143,103,750,1352,491,COIL20_old/16/COIL20-0.01181915567478986-71.0.tree,OLD
372,151,127,856,1506,544,COIL20_old/16/COIL20-0.012677081004545787-65.0.tree,OLD
240,113,97,624,1074,441,COIL20_old/16/COIL20-0.016930646378270187-49.0.tree,OLD
52,21,13,139,225,98,COIL20_old/16/COIL20-0.0198018551121536-39.0.tree,OLD
654,251,284,1452,2641,688,COIL20_old/16/COIL20-0.04394252086593675-4.0.tree,OLD
907,349,400,2052,3708,836,COIL20_old/16/COIL20-0.02474864231686469-21.0.tree,OLD
247,111,101,642,1101,441,COIL20_old/16/COIL20-0.016342569304716947-51.0.tree,OLD
88,35,31,236,390,174,COIL20_old/16/COIL20-0.02121976069379139-36.0.tree,OLD
363,150,103,761,1377,490,COIL20_old/16/COIL20-0.01162240805946807-73.0.tree,OLD
52,21,13,137,223,96,COIL20_old/16/COIL20-0.021121683806542224-37.0.tree,OLD
49,24,13,135,221,93,COIL20_old/16/COIL20-0.02244555294731343-35.0.tree,OLD
336,140,116,766,1358,512,COIL20_old/16/COIL20-0.013800662772933736-58.0.tree,OLD
364,147,103,763,1377,493,COIL20_old/16/COIL20-0.011546443009911811-74.0.tree,OLD
354,143,102,741,1340,484,COIL20_old/16/COIL20-0.011145681962143383-79.0.tree,OLD
365,146,109,775,1395,501,COIL20_old/16/COIL20-0.011895085792532623-69.0.tree,OLD
361,145,110,779,1395,512,COIL20_old/16/COIL20-0.012147328414933878-66.0.tree,OLD
956,364,404,2126,3850,856,COIL20_old/16/COIL20-0.02529682725985455-14.0.tree,OLD
348,143,100,732,1323,480,COIL20_old/16/COIL20-0.011146986083165944-78.0.tree,OLD
543,192,249,1237,2221,636,COIL20_old/16/COIL20-0.02846565504135956-7.0.tree,OLD
276,119,146,716,1257,356,COIL20_old/16/COIL20-0.0811845727140626-2.0.tree,OLD
247,111,101,643,1102,441,COIL20_old/16/COIL20-0.016306077203964653-52.0.tree,OLD
978,368,423,2192,3961,865,COIL20_old/16/COIL20-0.025756821018704135-10.0.tree,OLD
52,21,13,138,224,97,COIL20_old/16/COIL20-0.020215249832327642-38.0.tree,OLD
336,140,116,767,1359,512,COIL20_old/16/COIL20-0.013594902749832105-59.0.tree,OLD
234,81,75,519,909,342,COIL20_old/6/COIL20-0.012086651855576391-75.0.tree,OLD
134,53,44,333,564,182,COIL20_old/6/COIL20-0.019250619457486018-43.0.tree,OLD
117,51,35,287,490,183,COIL20_old/6/COIL20-0.014127403308741626-63.0.tree,OLD
77,37,20,199,333,135,COIL20_old/6/COIL20-0.015237606192711306-57.0.tree,OLD
64,30,13,153,260,94,COIL20_old/6/COIL20-0.01797202194649361-48.0.tree,OLD
216,84,79,461,840,308,COIL20_old/6/COIL20-0.05132780479171323-4.0.tree,OLD
201,71,61,446,779,300,COIL20_old/6/COIL20-0.013875603155972749-65.0.tree,OLD
78,37,21,200,336,135,COIL20_old/6/COIL20-0.015892985226172607-54.0.tree,OLD
77,37,20,198,332,133,COIL20_old/6/COIL20-0.015726069379239038-56.0.tree,OLD
126,51,39,311,527,176,COIL20_old/6/COIL20-0.018559260656532295-46.0.tree,OLD
748,248,324,1647,2967,784,COIL20_old/6/COIL20-0.03575935939712299-6.0.tree,OLD
83,44,23,222,372,135,COIL20_old/6/COIL20-0.014443280050672913-60.0.tree,OLD
401,155,174,960,1690,520,COIL20_old/6/COIL20-0.031291662009091115-8.0.tree,OLD
245,82,77,532,936,353,COIL20_old/6/COIL20-0.012057309132573524-77.0.tree,OLD
136,49,40,324,549,185,COIL20_old/6/COIL20-0.023329944947463432-37.0.tree,OLD
216,78,67,484,845,316,COIL20_old/6/COIL20-0.012554493628436525-71.0.tree,OLD
369,173,167,882,1591,463,COIL20_old/6/COIL20-0.06266323636261978-3.0.tree,OLD
110,36,37,277,460,188,COIL20_old/6/COIL20-0.024435839574484808-36.0.tree,OLD
201,71,61,447,780,301,COIL20_old/6/COIL20-0.013807334749237121-66.0.tree,OLD
407,142,167,894,1610,524,COIL20_old/6/COIL20-0.028055578843431073-13.0.tree,OLD
109,50,34,278,471,180,COIL20_old/6/COIL20-0.01442390453834097-61.0.tree,OLD
459,187,199,1016,1861,577,COIL20_old/6/COIL20-0.03963800162083597-5.0.tree,OLD
376,121,152,803,1452,483,COIL20_old/6/COIL20-0.027098132778150485-15.0.tree,OLD
216,78,67,485,846,317,COIL20_old/6/COIL20-0.012383805145688764-72.0.tree,OLD
77,37,20,197,331,132,COIL20_old/6/COIL20-0.015860801382367617-55.0.tree,OLD
142,50,45,346,583,192,COIL20_old/6/COIL20-0.01959503549072189-42.0.tree,OLD
142,54,42,333,571,192,COIL20_old/6/COIL20-0.021744552965943298-39.0.tree,OLD
216,78,67,487,848,318,COIL20_old/6/COIL20-0.012359317944705128-74.0.tree,OLD
