exp,prod,sum,const,nodes,unique_feats,filename,algo
481,142,182,1003,1808,569,COIL20_old/1/COIL20-0.02898991169237608-14.0.tree,OLD
211,82,82,525,900,359,COIL20_old/1/COIL20-0.01271103472688001-70.0.tree,OLD
375,143,143,825,1486,535,COIL20_old/10/COIL20-0.01294390183694738-59.0.tree,OLD
912,329,397,2102,3740,858,COIL20_old/10/COIL20-0.033651166256799925-9.0.tree,OLD
375,143,143,824,1485,535,COIL20_old/10/COIL20-0.01330890435203902-58.0.tree,OLD
1299,496,534,2943,5272,950,COIL20_old/10/COIL20-0.028097520307027446-17.0.tree,OLD
415,154,167,957,1693,580,COIL20_old/10/COIL20-0.010936358894105158-75.0.tree,OLD
407,156,155,905,1623,571,COIL20_old/10/COIL20-0.012234390137118967-68.0.tree,OLD
256,101,90,544,991,398,COIL20_old/10/COIL20-0.019165898166778383-47.0.tree,OLD
436,197,190,1041,1864,640,COIL20_old/10/COIL20-0.044043275858858144-5.0.tree,OLD
1299,496,534,2942,5271,950,COIL20_old/10/COIL20-0.028405572322827033-16.0.tree,OLD
280,106,95,581,1062,408,COIL20_old/10/COIL20-0.015845629331544486-51.0.tree,OLD
1311,505,541,2976,5333,951,COIL20_old/10/COIL20-0.025852010209404364-20.0.tree,OLD
715,269,258,1472,2714,741,COIL20_old/10/COIL20-0.037977343226022975-7.0.tree,OLD
952,352,399,2169,3872,864,COIL20_old/10/COIL20-0.03208962105969149-10.0.tree,OLD
1248,467,502,2782,4999,947,COIL20_old/10/COIL20-0.02937279929577391-14.0.tree,OLD
51,30,16,149,246,111,COIL20_old/10/COIL20-0.024184970936731276-38.0.tree,OLD
348,137,132,779,1396,516,COIL20_old/10/COIL20-0.01542748388479026-53.0.tree,OLD
338,136,130,767,1371,509,COIL20_old/10/COIL20-0.014016622885460184-55.0.tree,OLD
415,154,167,958,1694,580,COIL20_old/10/COIL20-0.010673217546016633-76.0.tree,OLD
393,145,148,854,1540,552,COIL20_old/10/COIL20-0.01279674575229145-60.0.tree,OLD
695,247,242,1392,2576,725,COIL20_old/10/COIL20-0.03964704896042942-6.0.tree,OLD
1311,497,535,2957,5300,952,COIL20_old/10/COIL20-0.025191042085848103-25.0.tree,OLD
439,164,180,1014,1797,608,COIL20_old/10/COIL20-0.010469821242268751-78.0.tree,OLD
1290,497,534,2943,5264,949,COIL20_old/10/COIL20-0.02586255961696099-19.0.tree,OLD
952,352,399,2170,3873,864,COIL20_old/10/COIL20-0.031299486735226645-11.0.tree,OLD
280,103,94,577,1054,408,COIL20_old/10/COIL20-0.017355149415008098-48.0.tree,OLD
406,156,155,901,1618,569,COIL20_old/10/COIL20-0.012455776324614143-65.0.tree,OLD
415,154,167,959,1695,580,COIL20_old/10/COIL20-0.010601094995901506-77.0.tree,OLD
410,158,156,917,1641,576,COIL20_old/10/COIL20-0.01178771704299858-70.0.tree,OLD
1408,536,586,3209,5739,972,COIL20_old/10/COIL20-0.025021611148372147-27.0.tree,OLD
1311,497,535,2958,5301,952,COIL20_old/10/COIL20-0.02502255430732575-26.0.tree,OLD
171,68,63,408,710,326,COIL20_old/10/COIL20-0.020174530982189298-46.0.tree,OLD
1300,495,533,2943,5271,951,COIL20_old/10/COIL20-0.0257557963521865-22.0.tree,OLD
336,136,130,765,1367,510,COIL20_old/10/COIL20-0.014413261979282832-54.0.tree,OLD
284,103,93,574,1054,403,COIL20_old/10/COIL20-0.0170266157127954-49.0.tree,OLD
1300,495,533,2944,5272,951,COIL20_old/10/COIL20-0.02535770176615232-23.0.tree,OLD
401,151,155,890,1597,565,COIL20_old/10/COIL20-0.012736278783813837-62.0.tree,OLD
383,118,190,917,1608,353,COIL20_old/10/COIL20-0.13432653793129135-1.0.tree,OLD
281,106,95,582,1064,409,COIL20_old/10/COIL20-0.01581988458528899-52.0.tree,OLD
962,354,403,2190,3909,869,COIL20_old/10/COIL20-0.03050610375214302-12.0.tree,OLD
706,254,307,1580,2847,784,COIL20_old/10/COIL20-0.05756789580073113-3.0.tree,OLD
403,151,155,892,1601,565,COIL20_old/10/COIL20-0.01270620249273452-63.0.tree,OLD
404,152,157,913,1626,575,COIL20_old/10/COIL20-0.011489539086370015-71.0.tree,OLD
975,334,402,2172,3883,869,COIL20_old/10/COIL20-0.03647381977047509-8.0.tree,OLD
1408,536,586,3210,5740,973,COIL20_old/10/COIL20-0.02479666191593971-28.0.tree,OLD
395,146,148,859,1548,556,COIL20_old/10/COIL20-0.012782074390789266-61.0.tree,OLD
412,153,159,927,1651,578,COIL20_old/10/COIL20-0.011310012854906903-72.0.tree,OLD
1290,497,534,2942,5263,949,COIL20_old/10/COIL20-0.0264693717862729-18.0.tree,OLD
413,153,160,932,1658,580,COIL20_old/10/COIL20-0.011295353137342035-73.0.tree,OLD
155,64,56,360,635,283,COIL20_old/10/COIL20-0.02265896303748438-41.0.tree,OLD
104,45,31,258,438,192,COIL20_old/10/COIL20-0.02296986781801824-39.0.tree,OLD
171,68,63,407,709,325,COIL20_old/10/COIL20-0.020253278932856666-45.0.tree,OLD
403,151,155,893,1602,566,COIL20_old/10/COIL20-0.012585920616290436-64.0.tree,OLD
406,156,155,902,1619,569,COIL20_old/10/COIL20-0.012384003092631157-66.0.tree,OLD
1300,495,533,2945,5273,952,COIL20_old/10/COIL20-0.025216099839779238-24.0.tree,OLD
379,134,180,858,1551,437,COIL20_old/10/COIL20-0.08450538881436837-2.0.tree,OLD
406,156,155,903,1620,569,COIL20_old/10/COIL20-0.012279475463894685-67.0.tree,OLD
180,75,65,422,742,328,COIL20_old/10/COIL20-0.021120857086966538-44.0.tree,OLD
280,106,95,580,1061,407,COIL20_old/10/COIL20-0.01598632303077796-50.0.tree,OLD
405,156,155,905,1621,573,COIL20_old/10/COIL20-0.011792584208957235-69.0.tree,OLD
157,64,56,360,637,282,COIL20_old/10/COIL20-0.02234326095461686-42.0.tree,OLD
455,184,223,1136,1998,597,COIL20_old/10/COIL20-0.047632624450406114-4.0.tree,OLD
414,154,162,942,1672,585,COIL20_old/10/COIL20-0.011248463000223308-74.0.tree,OLD
157,64,56,361,638,283,COIL20_old/10/COIL20-0.02222462087338878-43.0.tree,OLD
361,139,137,794,1431,519,COIL20_old/10/COIL20-0.01333191277293444-57.0.tree,OLD
361,139,137,793,1430,518,COIL20_old/10/COIL20-0.014002510432968351-56.0.tree,OLD
526,163,175,1081,1945,619,COIL20_old/19/COIL20-0.011267570701989915-94.0.tree,OLD
736,309,285,1638,2968,783,COIL20_old/19/COIL20-0.027454448915715968-22.0.tree,OLD
517,164,180,1077,1938,620,COIL20_old/19/COIL20-0.013577844381101212-78.0.tree,OLD
511,162,179,1067,1919,620,COIL20_old/19/COIL20-0.013704053021834195-77.0.tree,OLD
505,155,175,1051,1886,608,COIL20_old/19/COIL20-0.012528760526119731-84.0.tree,OLD
496,161,174,1043,1874,596,COIL20_old/19/COIL20-0.013236711938296175-79.0.tree,OLD
501,163,177,1059,1900,620,COIL20_old/19/COIL20-0.013746844492883048-76.0.tree,OLD
338,105,122,728,1293,487,COIL20_old/19/COIL20-0.01827758215962344-62.0.tree,OLD
482,216,220,1100,2018,557,COIL20_old/19/COIL20-0.08708868954467541-2.0.tree,OLD
755,314,288,1631,2988,766,COIL20_old/19/COIL20-0.030510726395409582-10.0.tree,OLD
469,158,168,1015,1810,594,COIL20_old/19/COIL20-0.01532230419554359-70.0.tree,OLD
533,158,179,1088,1958,625,COIL20_old/19/COIL20-0.011891324800655911-89.0.tree,OLD
501,164,177,1059,1901,620,COIL20_old/19/COIL20-0.013949646955808637-75.0.tree,OLD
525,163,175,1079,1942,619,COIL20_old/19/COIL20-0.011432134473508937-93.0.tree,OLD
357,138,137,819,1451,505,COIL20_old/19/COIL20-0.020719083016617568-56.0.tree,OLD
494,166,227,1118,2005,544,COIL20_old/19/COIL20-0.05435109499590163-3.0.tree,OLD
476,156,170,1018,1820,599,COIL20_old/19/COIL20-0.01461618088158595-72.0.tree,OLD
522,160,175,1071,1928,617,COIL20_old/19/COIL20-0.011575634361726317-91.0.tree,OLD
377,177,180,892,1626,461,COIL20_old/19/COIL20-0.13862377971532952-1.0.tree,OLD
48,13,14,107,182,79,COIL20_old/19/COIL20-0.023219094660555994-30.0.tree,OLD
45,13,14,108,180,84,COIL20_old/19/COIL20-0.021745647496088594-33.0.tree,OLD
346,111,126,698,1281,437,COIL20_old/19/COIL20-0.04485655833147045-5.0.tree,OLD
590,233,232,1269,2324,637,COIL20_old/19/COIL20-0.028891159456739757-15.0.tree,OLD
362,142,138,835,1477,517,COIL20_old/19/COIL20-0.01945228081451622-59.0.tree,OLD
362,142,138,836,1478,517,COIL20_old/19/COIL20-0.019379366476637627-60.0.tree,OLD
772,318,289,1651,3030,767,COIL20_old/19/COIL20-0.029400313920560806-12.0.tree,OLD
335,105,122,725,1287,485,COIL20_old/19/COIL20-0.018261792980102276-63.0.tree,OLD
728,266,268,1527,2789,752,COIL20_old/19/COIL20-0.049045115601013545-4.0.tree,OLD
469,158,168,1014,1809,594,COIL20_old/19/COIL20-0.01563267335494445-69.0.tree,OLD
766,316,289,1649,3020,767,COIL20_old/19/COIL20-0.02990364641552984-11.0.tree,OLD
471,158,167,1015,1811,594,COIL20_old/19/COIL20-0.01621670998211494-68.0.tree,OLD
43,13,14,105,175,80,COIL20_old/19/COIL20-0.023806659400850028-29.0.tree,OLD
572,233,238,1269,2312,623,COIL20_old/19/COIL20-0.028426892372755475-16.0.tree,OLD
373,148,143,858,1522,525,COIL20_old/19/COIL20-0.01937929661301152-61.0.tree,OLD
496,161,174,1045,1876,597,COIL20_old/19/COIL20-0.012935751080557445-81.0.tree,OLD
44,13,14,106,177,82,COIL20_old/19/COIL20-0.022503015779864688-31.0.tree,OLD
629,260,253,1356,2498,676,COIL20_old/19/COIL20-0.03227338568447824-9.0.tree,OLD
435,126,148,895,1604,549,COIL20_old/19/COIL20-0.01262315792905555-83.0.tree,OLD
600,244,248,1332,2424,645,COIL20_old/19/COIL20-0.027559430658023132-18.0.tree,OLD
45,13,14,110,182,86,COIL20_old/19/COIL20-0.021392300562635413-35.0.tree,OLD
498,164,177,1057,1896,620,COIL20_old/19/COIL20-0.013956155916983293-74.0.tree,OLD
435,126,148,894,1603,548,COIL20_old/19/COIL20-0.01284184272300426-82.0.tree,OLD
736,309,285,1639,2969,784,COIL20_old/19/COIL20-0.027236532621655762-23.0.tree,OLD
510,157,173,1055,1895,608,COIL20_old/19/COIL20-0.012216260526120015-86.0.tree,OLD
476,157,170,1018,1821,599,COIL20_old/19/COIL20-0.014918224625531606-71.0.tree,OLD
43,13,14,104,174,79,COIL20_old/19/COIL20-0.024626287819509707-28.0.tree,OLD
572,233,238,1270,2313,623,COIL20_old/19/COIL20-0.027602059113944533-17.0.tree,OLD
45,13,14,109,181,85,COIL20_old/19/COIL20-0.021584704989194514-34.0.tree,OLD
496,161,174,1044,1875,596,COIL20_old/19/COIL20-0.012962450629704358-80.0.tree,OLD
772,318,289,1652,3031,767,COIL20_old/19/COIL20-0.02900076384231326-13.0.tree,OLD
496,163,177,1054,1890,618,COIL20_old/19/COIL20-0.013997340524629476-73.0.tree,OLD
357,138,137,820,1452,507,COIL20_old/19/COIL20-0.02011041946121178-57.0.tree,OLD
469,173,184,1002,1828,557,COIL20_old/19/COIL20-0.03620294684775305-7.0.tree,OLD
479,174,185,980,1818,535,COIL20_old/19/COIL20-0.03855010852149943-6.0.tree,OLD
471,173,192,1018,1854,571,COIL20_old/19/COIL20-0.03414902610105164-8.0.tree,OLD
493,143,166,1012,1814,590,COIL20_old/19/COIL20-0.012028711621580146-88.0.tree,OLD
417,147,159,940,1663,569,COIL20_old/19/COIL20-0.01807460503763314-66.0.tree,OLD
346,137,129,791,1403,490,COIL20_old/19/COIL20-0.02090863467844073-55.0.tree,OLD
493,143,166,1011,1813,590,COIL20_old/19/COIL20-0.012046026156942724-87.0.tree,OLD
510,157,173,1054,1894,607,COIL20_old/19/COIL20-0.012441081675235999-85.0.tree,OLD
363,143,139,839,1484,521,COIL20_old/19/COIL20-0.01997809775318521-58.0.tree,OLD
45,13,14,111,183,87,COIL20_old/19/COIL20-0.02113399144869238-36.0.tree,OLD
533,158,179,1089,1959,625,COIL20_old/19/COIL20-0.011854343654519317-90.0.tree,OLD
429,148,162,953,1692,577,COIL20_old/19/COIL20-0.017294659158655745-67.0.tree,OLD
525,163,175,1078,1941,618,COIL20_old/19/COIL20-0.011570615824577357-92.0.tree,OLD
413,154,161,886,1614,506,COIL20_old/26/COIL20-0.02750799938520082-17.0.tree,OLD
399,149,148,841,1537,489,COIL20_old/26/COIL20-0.02946874534242444-14.0.tree,OLD
435,159,164,929,1687,525,COIL20_old/26/COIL20-0.026787286217304418-18.0.tree,OLD
735,268,258,1585,2846,764,COIL20_old/26/COIL20-0.01268617491988927-73.0.tree,OLD
595,217,218,1298,2328,686,COIL20_old/26/COIL20-0.01303128958938854-68.0.tree,OLD
633,264,246,1382,2525,673,COIL20_old/26/COIL20-0.03467359713838536-9.0.tree,OLD
337,118,120,749,1324,476,COIL20_old/26/COIL20-0.01779655944928954-50.0.tree,OLD
351,124,125,790,1390,469,COIL20_old/26/COIL20-0.014892002477830346-60.0.tree,OLD
349,139,136,752,1376,438,COIL20_old/26/COIL20-0.033817150588717704-10.0.tree,OLD
329,116,122,743,1310,475,COIL20_old/26/COIL20-0.018706393453312542-47.0.tree,OLD
513,197,200,1110,2020,579,COIL20_old/26/COIL20-0.03998626015351486-7.0.tree,OLD
356,120,121,767,1364,477,COIL20_old/26/COIL20-0.01711251304121031-53.0.tree,OLD
762,275,263,1631,2931,778,COIL20_old/26/COIL20-0.01228812690960468-77.0.tree,OLD
330,116,122,742,1310,475,COIL20_old/26/COIL20-0.019361190289887698-46.0.tree,OLD
368,143,150,813,1474,463,COIL20_old/26/COIL20-0.032303427043744115-12.0.tree,OLD
412,157,161,888,1618,502,COIL20_old/26/COIL20-0.02818516422609746-16.0.tree,OLD
202,79,109,511,901,259,COIL20_old/26/COIL20-0.04363907984946802-6.0.tree,OLD
419,151,147,932,1649,537,COIL20_old/26/COIL20-0.014682749273417617-62.0.tree,OLD
591,215,218,1291,2315,683,COIL20_old/26/COIL20-0.013474201691632326-66.0.tree,OLD
307,116,156,752,1331,398,COIL20_old/26/COIL20-0.047444330333854645-5.0.tree,OLD
295,112,104,657,1168,440,COIL20_old/26/COIL20-0.023043853398167113-39.0.tree,OLD
350,124,125,788,1387,468,COIL20_old/26/COIL20-0.015342331768388284-58.0.tree,OLD
775,283,271,1681,3010,794,COIL20_old/26/COIL20-0.011472469073701252-85.0.tree,OLD
765,276,267,1653,2961,782,COIL20_old/26/COIL20-0.01199575927788843-81.0.tree,OLD
775,283,271,1680,3009,793,COIL20_old/26/COIL20-0.011776748453685315-84.0.tree,OLD
309,114,117,711,1251,455,COIL20_old/26/COIL20-0.019562595480288936-44.0.tree,OLD
732,268,258,1582,2840,761,COIL20_old/26/COIL20-0.012845429055817315-72.0.tree,OLD
331,116,121,746,1314,478,COIL20_old/26/COIL20-0.01802834367314954-49.0.tree,OLD
362,130,132,809,1433,485,COIL20_old/26/COIL20-0.016131255123333132-55.0.tree,OLD
365,125,126,792,1408,480,COIL20_old/26/COIL20-0.01580614473880243-56.0.tree,OLD
293,112,106,668,1179,446,COIL20_old/26/COIL20-0.0217271219912068-42.0.tree,OLD
597,218,218,1303,2336,686,COIL20_old/26/COIL20-0.012995705715777628-69.0.tree,OLD
369,127,127,806,1429,478,COIL20_old/26/COIL20-0.01571634669125871-57.0.tree,OLD
420,151,148,934,1653,538,COIL20_old/26/COIL20-0.014665225147178773-63.0.tree,OLD
644,233,230,1392,2499,711,COIL20_old/26/COIL20-0.012926936619718943-70.0.tree,OLD
293,112,106,667,1178,445,COIL20_old/26/COIL20-0.021851153215590113-41.0.tree,OLD
331,116,121,745,1313,477,COIL20_old/26/COIL20-0.01865670877114517-48.0.tree,OLD
761,275,263,1632,2931,778,COIL20_old/26/COIL20-0.012246395036887903-78.0.tree,OLD
756,271,262,1629,2918,777,COIL20_old/26/COIL20-0.01208042234890827-79.0.tree,OLD
368,143,150,812,1473,463,COIL20_old/26/COIL20-0.032870137491615714-11.0.tree,OLD
368,143,151,815,1477,464,COIL20_old/26/COIL20-0.03086462059393341-13.0.tree,OLD
366,126,125,793,1410,486,COIL20_old/26/COIL20-0.016914729115433846-54.0.tree,OLD
765,276,267,1654,2962,782,COIL20_old/26/COIL20-0.011777691612638808-82.0.tree,OLD
175,91,106,491,863,227,COIL20_old/26/COIL20-0.06340207914151574-3.0.tree,OLD
644,233,230,1393,2500,711,COIL20_old/26/COIL20-0.012853929130338004-71.0.tree,OLD
735,268,258,1586,2847,764,COIL20_old/26/COIL20-0.012585105540651231-74.0.tree,OLD
337,118,120,750,1325,476,COIL20_old/26/COIL20-0.017453447537075062-51.0.tree,OLD
434,169,171,933,1707,502,COIL20_old/26/COIL20-0.03593881576496044-8.0.tree,OLD
764,276,267,1651,2958,782,COIL20_old/26/COIL20-0.012057111185632075-80.0.tree,OLD
788,280,274,1697,3039,794,COIL20_old/26/COIL20-0.011211120892018311-87.0.tree,OLD
765,276,267,1655,2963,782,COIL20_old/26/COIL20-0.011776783385498368-83.0.tree,OLD
413,154,160,887,1614,506,COIL20_old/26/COIL20-0.026435324912437608-19.0.tree,OLD
788,280,274,1698,3040,795,COIL20_old/26/COIL20-0.010874937122736739-88.0.tree,OLD
754,271,262,1614,2901,773,COIL20_old/26/COIL20-0.012362275504880726-75.0.tree,OLD
350,124,125,789,1388,469,COIL20_old/26/COIL20-0.01503652703256575-59.0.tree,OLD
419,151,147,931,1648,536,COIL20_old/26/COIL20-0.014820729935166088-61.0.tree,OLD
493,187,234,1130,2044,542,COIL20_old/26/COIL20-0.0524508742268423-4.0.tree,OLD
353,120,121,764,1358,475,COIL20_old/26/COIL20-0.017140761234070656-52.0.tree,OLD
293,112,106,666,1177,445,COIL20_old/26/COIL20-0.022166214881884083-40.0.tree,OLD
309,114,117,710,1250,455,COIL20_old/26/COIL20-0.02066146881287856-43.0.tree,OLD
330,116,122,741,1309,474,COIL20_old/26/COIL20-0.019545397384305663-45.0.tree,OLD
227,111,126,638,1102,346,COIL20_old/26/COIL20-0.14000457606751704-1.0.tree,OLD
775,283,271,1682,3011,795,COIL20_old/26/COIL20-0.011426522095536351-86.0.tree,OLD
413,154,160,888,1615,507,COIL20_old/26/COIL20-0.02576299230568535-20.0.tree,OLD
760,274,263,1627,2924,777,COIL20_old/26/COIL20-0.012336356099559909-76.0.tree,OLD
171,86,109,509,875,268,COIL20_old/26/COIL20-0.09408131660332403-2.0.tree,OLD
161,84,77,430,752,282,COIL20_old/26/COIL20-0.023881692935390275-27.0.tree,OLD
597,218,218,1300,2333,691,COIL20_old/26/COIL20-0.01433241811982966-65.0.tree,OLD
433,168,165,923,1689,518,COIL20_old/26/COIL20-0.02494824269692325-21.0.tree,OLD
597,218,218,1299,2332,691,COIL20_old/26/COIL20-0.014337681179670048-64.0.tree,OLD
591,215,218,1292,2316,684,COIL20_old/26/COIL20-0.013141965217229046-67.0.tree,OLD
322,121,122,734,1299,501,COIL20_old/8/COIL20-0.008963491597733908-93.0.tree,OLD
76,28,37,205,346,158,COIL20_old/8/COIL20-0.019507915548847343-44.0.tree,OLD
76,28,37,203,344,156,COIL20_old/8/COIL20-0.020465687644385222-42.0.tree,OLD
83,34,33,203,353,156,COIL20_old/8/COIL20-0.02416674817423131-36.0.tree,OLD
217,85,95,513,910,378,COIL20_old/8/COIL20-0.013463233102317451-65.0.tree,OLD
210,80,89,498,877,371,COIL20_old/8/COIL20-0.01088686051494192-78.0.tree,OLD
749,291,281,1664,2985,823,COIL20_old/8/COIL20-0.007766564665773246-109.0.tree,OLD
301,112,124,673,1210,370,COIL20_old/8/COIL20-0.08554151296668899-2.0.tree,OLD
219,83,99,508,909,371,COIL20_old/8/COIL20-0.016397575266413222-50.0.tree,OLD
219,84,99,512,914,374,COIL20_old/8/COIL20-0.015505637994634724-53.0.tree,OLD
76,28,37,206,347,159,COIL20_old/8/COIL20-0.019196731313808058-45.0.tree,OLD
399,164,192,935,1690,460,COIL20_old/8/COIL20-0.04178931226246374-8.0.tree,OLD
74,28,36,198,336,152,COIL20_old/8/COIL20-0.020539580073029806-41.0.tree,OLD
76,28,37,204,345,157,COIL20_old/8/COIL20-0.019615843207393013-43.0.tree,OLD
217,85,95,512,909,377,COIL20_old/8/COIL20-0.013652388870257937-64.0.tree,OLD
590,228,230,1339,2387,753,COIL20_old/8/COIL20-0.008039510209404521-103.0.tree,OLD
169,86,77,424,756,317,COIL20_old/8/COIL20-0.02688003018108681-23.0.tree,OLD
313,116,122,722,1273,493,COIL20_old/8/COIL20-0.009206232766972133-91.0.tree,OLD
323,125,123,744,1315,502,COIL20_old/8/COIL20-0.008861187961099581-96.0.tree,OLD
79,32,33,197,341,159,COIL20_old/8/COIL20-0.023815683452566905-37.0.tree,OLD
321,123,122,734,1300,502,COIL20_old/8/COIL20-0.008908776734480761-94.0.tree,OLD
210,80,89,500,879,373,COIL20_old/8/COIL20-0.01033319127729404-80.0.tree,OLD
222,84,99,519,924,378,COIL20_old/8/COIL20-0.015071761588046129-59.0.tree,OLD
253,116,117,605,1091,354,COIL20_old/8/COIL20-0.06531279109844196-3.0.tree,OLD
205,81,90,488,864,367,COIL20_old/8/COIL20-0.012048459739921358-70.0.tree,OLD
219,83,99,513,914,375,COIL20_old/8/COIL20-0.015416131045532078-55.0.tree,OLD
217,85,95,509,906,376,COIL20_old/8/COIL20-0.014489029081898086-61.0.tree,OLD
89,36,32,215,372,169,COIL20_old/8/COIL20-0.026205368786794747-27.0.tree,OLD
590,228,230,1344,2392,754,COIL20_old/8/COIL20-0.007937975072659087-106.0.tree,OLD
217,85,95,508,905,375,COIL20_old/8/COIL20-0.014514785472090674-60.0.tree,OLD
219,83,99,509,910,372,COIL20_old/8/COIL20-0.016377536049631103-51.0.tree,OLD
219,83,99,510,911,372,COIL20_old/8/COIL20-0.015898958566212207-52.0.tree,OLD
590,228,230,1338,2386,752,COIL20_old/8/COIL20-0.008083128400029449-102.0.tree,OLD
402,158,193,976,1729,547,COIL20_old/8/COIL20-0.02880373677248732-19.0.tree,OLD
749,291,281,1666,2987,824,COIL20_old/8/COIL20-0.007451863961547567-113.0.tree,OLD
309,115,123,711,1258,489,COIL20_old/8/COIL20-0.01003247494224574-84.0.tree,OLD
217,85,95,510,907,376,COIL20_old/8/COIL20-0.014220496590655163-62.0.tree,OLD
202,81,89,479,851,360,COIL20_old/8/COIL20-0.012271906904389618-69.0.tree,OLD
73,25,34,187,319,148,COIL20_old/8/COIL20-0.022063166033236714-38.0.tree,OLD
259,101,109,614,1083,441,COIL20_old/8/COIL20-0.010333039906103958-81.0.tree,OLD
217,85,95,511,908,376,COIL20_old/8/COIL20-0.014078533702213902-63.0.tree,OLD
584,225,229,1329,2367,750,COIL20_old/8/COIL20-0.00831473796482568-100.0.tree,OLD
674,264,257,1514,2709,796,COIL20_old/8/COIL20-0.00791486185632323-108.0.tree,OLD
171,66,82,418,737,321,COIL20_old/8/COIL20-0.01828161096206876-48.0.tree,OLD
210,83,91,500,884,376,COIL20_old/8/COIL20-0.011016725352112955-76.0.tree,OLD
309,115,123,713,1260,490,COIL20_old/8/COIL20-0.00985334460466497-86.0.tree,OLD
168,86,77,422,753,316,COIL20_old/8/COIL20-0.028152700927787933-22.0.tree,OLD
538,241,251,1257,2287,641,COIL20_old/8/COIL20-0.05833077166703926-4.0.tree,OLD
162,54,52,342,610,247,COIL20_old/8/COIL20-0.026565317832923374-26.0.tree,OLD
590,228,230,1342,2390,754,COIL20_old/8/COIL20-0.0080241984313284-104.0.tree,OLD
749,291,281,1665,2986,824,COIL20_old/8/COIL20-0.007462494876666559-112.0.tree,OLD
217,85,95,514,911,379,COIL20_old/8/COIL20-0.013406946307474021-66.0.tree,OLD
724,288,329,1669,3010,727,COIL20_old/8/COIL20-0.036240545122588286-11.0.tree,OLD
73,25,34,188,320,148,COIL20_old/8/COIL20-0.021522666089127285-39.0.tree,OLD
73,25,34,189,321,149,COIL20_old/8/COIL20-0.020634361725910655-40.0.tree,OLD
565,215,262,1262,2304,602,COIL20_old/8/COIL20-0.046756488002087426-6.0.tree,OLD
169,66,81,410,726,316,COIL20_old/8/COIL20-0.018473631138684554-47.0.tree,OLD
408,157,187,959,1711,541,COIL20_old/8/COIL20-0.03138257787465515-16.0.tree,OLD
77,32,26,180,315,137,COIL20_old/8/COIL20-0.024803869513376098-28.0.tree,OLD
749,291,281,1663,2984,823,COIL20_old/8/COIL20-0.007749471365228078-110.0.tree,OLD
306,115,120,709,1250,488,COIL20_old/8/COIL20-0.009211891720695087-90.0.tree,OLD
263,102,110,623,1098,444,COIL20_old/8/COIL20-0.010136536813473096-82.0.tree,OLD
291,111,117,683,1202,479,COIL20_old/8/COIL20-0.00939890500409879-89.0.tree,OLD
809,312,299,1796,3216,852,COIL20_old/8/COIL20-0.007161708677994094-117.0.tree,OLD
749,291,281,1667,2988,825,COIL20_old/8/COIL20-0.007241166908859953-114.0.tree,OLD
586,227,229,1332,2374,751,COIL20_old/8/COIL20-0.0082895870593927-101.0.tree,OLD
205,81,90,491,867,369,COIL20_old/8/COIL20-0.011653334357999534-73.0.tree,OLD
174,87,78,430,769,323,COIL20_old/8/COIL20-0.028384624878902698-21.0.tree,OLD
770,293,286,1704,3053,832,COIL20_old/8/COIL20-0.007217180397198153-115.0.tree,OLD
309,115,123,712,1259,490,COIL20_old/8/COIL20-0.009925560306280945-85.0.tree,OLD
219,83,99,514,915,375,COIL20_old/8/COIL20-0.015345044805872787-56.0.tree,OLD
208,83,90,497,878,373,COIL20_old/8/COIL20-0.011406587674193502-75.0.tree,OLD
654,254,294,1467,2669,640,COIL20_old/8/COIL20-0.04388545392726734-7.0.tree,OLD
724,288,329,1670,3011,727,COIL20_old/8/COIL20-0.03503613113868437-12.0.tree,OLD
583,227,229,1328,2367,751,COIL20_old/8/COIL20-0.00844308909009589-99.0.tree,OLD
309,115,123,714,1261,490,COIL20_old/8/COIL20-0.009635672833295528-87.0.tree,OLD
404,153,185,950,1692,535,COIL20_old/8/COIL20-0.03184897579923984-15.0.tree,OLD
405,158,188,964,1715,538,COIL20_old/8/COIL20-0.030296151911468894-17.0.tree,OLD
219,83,99,512,913,374,COIL20_old/8/COIL20-0.015419961901036228-54.0.tree,OLD
749,291,281,1664,2985,824,COIL20_old/8/COIL20-0.0075575676279896475-111.0.tree,OLD
223,97,106,542,968,284,COIL20_old/8/COIL20-0.12987468794247037-1.0.tree,OLD
222,84,99,518,923,377,COIL20_old/8/COIL20-0.01514159028243467-58.0.tree,OLD
255,128,124,632,1139,350,COIL20_old/8/COIL20-0.05366492939116252-5.0.tree,OLD
320,121,122,732,1295,498,COIL20_old/8/COIL20-0.009073375437811948-92.0.tree,OLD
219,83,99,515,916,376,COIL20_old/8/COIL20-0.015178524852820063-57.0.tree,OLD
809,312,299,1795,3215,851,COIL20_old/8/COIL20-0.007202648762947184-116.0.tree,OLD
590,228,230,1343,2391,754,COIL20_old/8/COIL20-0.007997557101870612-105.0.tree,OLD
294,111,117,684,1206,480,COIL20_old/8/COIL20-0.009546468626574323-88.0.tree,OLD
205,81,90,490,866,369,COIL20_old/8/COIL20-0.011832348256203717-72.0.tree,OLD
207,82,91,498,878,371,COIL20_old/8/COIL20-0.012594339183247483-68.0.tree,OLD
408,157,187,957,1709,540,COIL20_old/8/COIL20-0.03361320701989695-14.0.tree,OLD
210,80,89,499,878,372,COIL20_old/8/COIL20-0.010460878698115517-79.0.tree,OLD
